case_id,structure_id,replica,checkpoint_hash,model,manifest_sha256,runtime_sha256,model_B_valid,model_B_P_valid,correct_B_P_valid,scoring_belief,reference_value,normalization,U_modelB_modelP,U_correctB_modelP,regret_modelB,regret_correctB,repair_gain,expected_repair_from_regrets,identity_residual,aggregation_weight_modelB_regret,aggregation_weight_correctB_regret,aggregation_weight_repair
binary-12042:preset,binary-12042,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.3333333333333333,raw terminal own utility; no normalization,1.3333333333333333,0.0,0.0,1.3333333333333333,-1.3333333333333333,-1.3333333333333333,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12231:preset,linear-12231,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.333333333333333,raw terminal own utility; no normalization,0.0,0.0,2.333333333333333,2.333333333333333,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12231:voluntary,linear-12231,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.5,raw terminal own utility; no normalization,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12231:voluntary,linear-12231,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.5,raw terminal own utility; no normalization,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12231:voluntary,linear-12231,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.5,raw terminal own utility; no normalization,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12419:preset,linear-12419,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.6666666666666665,raw terminal own utility; no normalization,1.0,1.0,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12419:preset,linear-12419,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.6666666666666665,raw terminal own utility; no normalization,1.0,1.0,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12419:preset,linear-12419,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.6666666666666665,raw terminal own utility; no normalization,1.0,1.0,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12419:voluntary,linear-12419,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.5,raw terminal own utility; no normalization,2.1,2.1,0.3999999999999999,0.3999999999999999,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12419:voluntary,linear-12419,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.5,raw terminal own utility; no normalization,2.1,2.1,0.3999999999999999,0.3999999999999999,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12419:voluntary,linear-12419,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.5,raw terminal own utility; no normalization,2.1,2.1,0.3999999999999999,0.3999999999999999,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12545:preset,linear-12545,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.1666666666666665,raw terminal own utility; no normalization,0.5,0.5,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12545:preset,linear-12545,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.1666666666666665,raw terminal own utility; no normalization,0.5,0.5,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12545:preset,linear-12545,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.1666666666666665,raw terminal own utility; no normalization,0.5,0.5,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12545:voluntary,linear-12545,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.0,raw terminal own utility; no normalization,0.5,0.5,1.5,1.5,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12545:voluntary,linear-12545,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.0,raw terminal own utility; no normalization,0.5,0.5,1.5,1.5,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12545:voluntary,linear-12545,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.0,raw terminal own utility; no normalization,0.5,0.5,1.5,1.5,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12699:preset,linear-12699,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,3.0,raw terminal own utility; no normalization,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332
linear-12699:preset,linear-12699,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,3.0,raw terminal own utility; no normalization,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332
linear-12699:preset,linear-12699,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,3.0,raw terminal own utility; no normalization,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332
linear-12699:voluntary,linear-12699,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,False,False,teacher_posterior,3.1666666666666665,raw terminal own utility; no normalization,,,,,,,,,,
linear-12699:voluntary,linear-12699,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,False,False,teacher_posterior,3.1666666666666665,raw terminal own utility; no normalization,,,,,,,,,,
linear-12699:voluntary,linear-12699,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,False,False,teacher_posterior,3.1666666666666665,raw terminal own utility; no normalization,,,,,,,,,,
linear-12991:preset,linear-12991,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,4.166666666666666,raw terminal own utility; no normalization,2.5,2.5,1.666666666666666,1.666666666666666,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12991:preset,linear-12991,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,4.166666666666666,raw terminal own utility; no normalization,2.5,2.5,1.666666666666666,1.666666666666666,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12991:preset,linear-12991,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,4.166666666666666,raw terminal own utility; no normalization,2.5,2.5,1.666666666666666,1.666666666666666,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12991:voluntary,linear-12991,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,4.0,raw terminal own utility; no normalization,3.333333333333333,2.5,0.666666666666667,1.5,-0.833333333333333,-0.833333333333333,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12991:voluntary,linear-12991,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,4.0,raw terminal own utility; no normalization,3.333333333333333,2.5,0.666666666666667,1.5,-0.833333333333333,-0.833333333333333,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12991:voluntary,linear-12991,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,4.0,raw terminal own utility; no normalization,3.333333333333333,2.5,0.666666666666667,1.5,-0.833333333333333,-0.833333333333333,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-13001:preset,linear-13001,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.3333333333333333,raw terminal own utility; no normalization,1.3333333333333333,0.0,0.0,1.3333333333333333,-1.3333333333333333,-1.3333333333333333,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-13001:preset,linear-13001,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.3333333333333333,raw terminal own utility; no normalization,1.3333333333333333,0.0,0.0,1.3333333333333333,-1.3333333333333333,-1.3333333333333333,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-13001:preset,linear-13001,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.3333333333333333,raw terminal own utility; no normalization,1.3333333333333333,0.0,0.0,1.3333333333333333,-1.3333333333333333,-1.3333333333333333,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-13001:voluntary,linear-13001,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.0,raw terminal own utility; no normalization,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-13001:voluntary,linear-13001,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.0,raw terminal own utility; no normalization,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-13001:voluntary,linear-13001,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.0,raw terminal own utility; no normalization,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
